State,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine
VA,0 ,2966,0 
MN,1406,700 ,0 
FL,0 ,435 ,0 
TX,8 ,567 ,0 
PA,2564,0 ,0 
LA,0 ,181 ,0 
PA,554 ,947 ,0 
PA,48434,1594,0 
IA,241 ,16134,0 
ND,302 ,22 ,0 
VA,5917,246 ,0 
OR,1033,107 ,0 
ID,472 ,36 ,0 
ID,106372,156294,0 
MS,102756,17083,0 
NE,3041,366 ,0 
IN,18331,7669,0 
OH,105 ,0 ,0 
MA,255 ,0 ,0 
AZ,2756,1834,0 
LA,48314,26092,0 
NJ,0 ,373 ,0 
KY,2362,265 ,0 
IA,7663,12492,0 
GA,2157,1076,0 
NJ,14304,453 ,0 
IN,450 ,71 ,0 
TX,0 ,9770,0 
CA,5608,419 ,0 
MI,389 ,264 ,0 
FL,318 ,263 ,0 
OR,1267,382 ,0 
GA,2942,817 ,0 
MI,0 ,627 ,0 
WI,2174,2270,0 
IN,85 ,0 ,0 
MI,0 ,107 ,0 
NY,59 ,0 ,0 
OH,128 ,181 ,0 
LA,4129,592 ,0 
NE,0 ,89 ,0 
WV,6617,2171,0 
OH,970 ,0 ,0 
NY,6022,315 ,0 
NJ,0 ,1752,0 
WI,9 ,115 ,0 
GA,0 ,696 ,0 
IN,95 ,0 ,0 
PA,832 ,603 ,0 
AR,70787,10052,0 
TX,0 ,102214,0 
NJ,0 ,6270,0 
IN,42 ,201 ,0 
NC,0 ,674 ,0 
TN,55609,43 ,0 
CT,0 ,4058,0 
NY,564 ,0 ,0 
PA,74 ,74 ,0 
NV,919 ,609 ,0 
TX,2575,502 ,0 
MD,797061,1051,0 
MI,7190,4835,0 
AR,6519,3518,0 
TN,24815,5310,0 
MD,0 ,146 ,0 
FL,376309,520626,0 
HI,0 ,5989,0 
MO,17 ,17 ,0 
MI,0 ,6471,0 
SD,43 ,0 ,0 
FL,791 ,266 ,0 
MN,43414,35102,0 
NJ,0 ,1871,0 
TX,0 ,70 ,0 
WA,184 ,238 ,0 
ID,48975,10067,0 
OH,141 ,252 ,0 
OR,54002,141677,0 
IL,0 ,1394,0 
AR,0 ,42 ,0 
FL,945773,141577,0 
NE,155 ,1109,0 
WA,130 ,1091,0 
IN,0 ,9 ,0 
CA,220576,1025,0 
KS,104 ,0 ,0 
VA,1192,1263,0 
RI,0 ,18 ,0 
IN,4720,741 ,0 
SC,900 ,8430,0 
IL,0 ,110 ,0 
GA,103 ,0 ,0 
KY,3673,318 ,0 
MD,0 ,1346,0 
AZ,0 ,1444,0 
OR,17120,578 ,0 
MI,52105,5616,0 
SC,286 ,1161,0 
MO,10577,672 ,0 
GA,0 ,1595,0 
KY,0 ,353 ,0 
CA,0 ,3534,0 
TX,0 ,5738,0 
MO,160 ,0 ,0 
OH,37800,10059,0 
GA,2120,0 ,0 
MD,1107100,394475,0 
OH,193 ,9 ,0 
CA,0 ,188185,0 
MO,0 ,103 ,0 
FL,31270,120108,0 
NE,19410,13152,0 
FL,101891,23121,0 
PA,268 ,48 ,0 
NC,12510,291 ,0 
GA,1091,774 ,0 
AL,10226,383 ,0 
NY,3788,0 ,0 
IL,0 ,11783,0 
NJ,0 ,895 ,0 
NJ,0 ,43 ,0 
IL,70428,504863,0 
NC,333 ,3745,0 
PA,102 ,0 ,0 
VA,0 ,198 ,0 
MO,392506,204684,0 
TX,0 ,1234,0 
CA,52483,214700,0 
MI,9058,1127,0 
MN,200 ,561 ,0 
TX,0 ,78 ,0 
NY,0 ,1866,0 
TX,3570,1737,0 
CA,36499,8632,0 
OH,56873,15387,0 
NJ,0 ,2146,0 
MA,0 ,1518,0 
NJ,26543,9629,0 
WI,2749,1039,0 
IL,23193,1839,0 
OK,43 ,108 ,0 
TX,1437,2076,0 
TX,0 ,281 ,0 
MI,0 ,144 ,0 
OH,0 ,344 ,0 
CA,65188,687 ,0 
NY,90064,59957,0 
PA,107 ,52 ,0 
NY,0 ,1180,0 
FL,20066,21543,0 
TX,0 ,3300,0 
IL,91 ,76 ,0 
NC,2102,209 ,0 
MO,0 ,574 ,0 
AZ,0 ,1088,0 
CO,0 ,5337,0 
NY,70751,335496,0 
NJ,5046869,921172,0 
KY,315 ,87 ,0 
OH,0 ,244 ,0 
KS,10773,11191,0 
NJ,0 ,5852,0 
OK,0 ,403 ,0 
OH,16743,396 ,0 
NC,59 ,0 ,0 
MO,26227,377 ,0 
CA,1499,586 ,0 
AL,946 ,0 ,0 
TX,34804,39504,0 
FL,31794,11608,0 
TX,0 ,107603,0 
AL,4587,18 ,0 
UT,32902,3379,0 
PA,0 ,4260,0 
IA,10528,709 ,0 
MA,1257,980 ,0 
CA,1209,96 ,0 
TX,2125,30721,0 
TX,20 ,219046,0 
CA,56 ,0 ,0 
TX,92296,1146,0 
MD,0 ,304 ,0 
NY,3123,432 ,0 
CA,31037,692 ,0 
NJ,28 ,83 ,0 
TN,0 ,472 ,0 
TN,13924,2006,0 
DC,51 ,0 ,0 
OH,92344,156384,0 
WA,1301,2256,0 
MN,83 ,0 ,0 
MI,107510,5140,0 
WI,1841,0 ,0 
MD,330 ,0 ,0 
PA,129 ,0 ,0 
NY,0 ,11979,0 
FL,0 ,6646,0 
CA,3193281,362949,0 
MD,0 ,3863,0 
FL,11950,2697,0 
NC,2986,45703,0 
CT,295 ,0 ,0 
NY,4390,880 ,0 
GA,43 ,0 ,0 
FL,8338,81 ,0 
PA,918 ,25 ,0 
IL,0 ,8282,0 
KY,60 ,0 ,0 
WI,332 ,0 ,0 
TX,0 ,5344,0 
NC,1013,206 ,0 
MN,80 ,40 ,0 
NJ,1212,1778,0 
TX,0 ,21353,0 
TX,824 ,0 ,0 
MA,59786,11926,0 
NC,26 ,306 ,0 
TX,8209,1415,0 
FL,96 ,0 ,0 
GA,0 ,7826,0 
TX,0 ,26500,0 
VA,517 ,155 ,0 
CA,11952,1338,0 
CO,211 ,0 ,0 
OH,60557,14106,0 
TX,8422,813 ,0 
NH,123 ,0 ,0 
NJ,28034,4811,0 
MI,26 ,0 ,0 
VA,25069,45372,0 
OK,0 ,23397,0 
MI,54 ,0 ,0 
TX,45 ,0 ,0 
TX,2135,775 ,0 
IN,522 ,0 ,0 
AL,38345,52817,0 
AZ,1894,141 ,0 
IL,0 ,187971,0 
TX,528 ,470 ,0 
AL,0 ,25 ,0 
GA,94957,383421,0 
TX,0 ,11533,0 
TN,504 ,0 ,0 
GA,403 ,0 ,0 
DC,69 ,0 ,0 
WA,8170,6357,0 
TN,82208,3899,0 
TX,156 ,206 ,0 
HI,43292,19187,0 
WI,447 ,0 ,0 
NJ,0 ,34707,0 
MI,0 ,1655,0 
ID,121138,33339,0 
IA,148 ,0 ,0 
MO,0 ,9 ,0 
IN,91 ,0 ,0 
MI,62610,56849,0 
AZ,355163,217848,0 
MO,0 ,75 ,0 
NJ,128 ,2223,0 
FL,0 ,1919,0 
KS,2665,0 ,0 
IL,0 ,689 ,0 
WV,574 ,56 ,0 
VA,318 ,363 ,0 
TX,0 ,2833,0 
TX,0 ,8495,0 
MO,0 ,2697,0 
TX,0 ,14710,0 
GA,0 ,3155,0 
NJ,0 ,155 ,0 
VA,0 ,6745,0 
NH,8500,1164,0 
FL,252 ,121 ,0 
AR,2410,69 ,0 
MI,53 ,283 ,0 
KY,173 ,0 ,0 
FL,57405,259 ,0 
NY,0 ,3139,0 
TX,113 ,0 ,0 
UT,47421,201368,0 
MO,15628,1144,0 
IL,0 ,11748,0 
AZ,0 ,903 ,0 
UT,0 ,187 ,0 
WA,22511,6151,0 
CA,0 ,493 ,0 
CA,297 ,81 ,0 
AR,0 ,26764,0 
CA,613 ,420 ,0 
PA,48153,24526,0 
MD,171 ,0 ,0 
AR,290936,1120463,0 
FL,352924,1676774,0 
MN,1764,20 ,0 
TN,42 ,0 ,0 
HI,0 ,815 ,0 
TX,24132,7358,0 
IL,0 ,701 ,0 
MA,11186,35048,0 
CO,182 ,0 ,0 
IL,0 ,1500,0 
OH,21403,13942,0 
NJ,0 ,545 ,0 
VA,3018,499 ,0 
TX,0 ,81321,0 
IN,129 ,65 ,0 
NJ,0 ,794 ,0 
NE,94654,194299,0 
IN,0 ,952 ,0 
MN,183 ,0 ,0 
NJ,0 ,2063219,0 
KY,8410,1013,0 
TX,0 ,6978,0 
NJ,0 ,10882,0 
CA,27784,3209,0 
TX,1284623,15792,0 
AZ,107 ,0 ,0 
CA,71 ,1025,0 
MA,0 ,1126,0 
NY,102 ,9 ,0 
NC,51 ,546 ,0 
IL,0 ,12231,0 
TN,0 ,5857,0 
LA,2142,1061,0 
OH,924 ,0 ,0 
TN,105 ,761 ,0 
MS,122 ,11939,0 
IL,0 ,21316,0 
VA,118 ,3965,0 
NJ,0 ,1966,0 
CA,979 ,10240,0 
TX,576 ,0 ,0 
IL,0 ,362 ,0 
GA,25404,35664,0 
MO,66 ,0 ,0 
CA,0 ,918 ,0 
NY,0 ,40 ,0 
TX,73 ,0 ,0 
IL,0 ,277 ,0 
CA,0 ,4443,0 
FL,30567,539 ,0 
NJ,0 ,1275,0 
CA,912 ,0 ,0 
NY,0 ,60955,0 
AL,0 ,18508,0 
CA,0 ,12960,0 
MN,21563,17631,0 
VA,0 ,1126,0 
FL,0 ,155373,0 
VA,9 ,315 ,0 
NY,961 ,1209,0 
MA,0 ,427 ,0 
OH,0 ,28185,0 
ID,17537,19227,0 
TX,11661,18405,0 
IA,868 ,2416,0 
TX,1000,51 ,0 
MI,0 ,3127,0 
NJ,0 ,483 ,0 
NE,0 ,53 ,0 
TX,34843,95061,0 
TX,0 ,735 ,0 
MN,31176,4247,0 
WA,76 ,0 ,0 
MN,2182,793 ,0 
CO,0 ,1826,0 
MO,0 ,2891,0 
NC,180160,10359,0 
OK,265 ,0 ,0 
MA,0 ,160 ,0 
IL,0 ,19311,0 
FL,0 ,383 ,0 
OH,10981,15661,0 
MO,270 ,695 ,0 
WI,1225,1255,0 
FL,15274,1207,0 
NJ,258 ,0 ,0 
MI,5464,608 ,0 
VT,46 ,0 ,0 
IA,1450,1511,0 
IL,11920,1601,0 
FL,264864,2125932,0 
PA,98 ,12883,0 
IN,0 ,404 ,0 
SC,0 ,1047,0 
IN,91152,66152,0 
IL,116 ,0 ,0 
MA,1634,918 ,0 
MS,20272,9537,0 
IL,72550,250977,0 
PA,0 ,58573,0 
TX,1523,2446,0 
MA,230 ,0 ,0 
GA,0 ,26759,0 
TX,28223,76728,0 
FL,0 ,4413,0 
TX,10253,0 ,0 
GA,0 ,71320,0 
TN,0 ,4011,0 
MO,793 ,1189,0 
TX,0 ,9357,0 
AR,0 ,87276,0 
NC,95 ,0 ,0 
SD,26675,35499,0 
MO,272713,29086,0 
OK,0 ,34948,0 
NH,0 ,928 ,0 
MS,949 ,0 ,0 
NC,52066,180 ,0 
AR,189 ,84 ,0 
FL,13140,0 ,0 
AZ,0 ,1442,0 
CA,19880,6848,0 
WA,950 ,50075,0 
AL,127 ,89 ,0 
MD,4147,925 ,0 
OK,55 ,0 ,0 
NC,0 ,106 ,0 
TX,0 ,1339,0 
OR,489 ,0 ,0 
TN,31052,26115,0 
VA,0 ,240 ,0 
AL,665 ,102 ,0 
NJ,0 ,5043,0 
IA,625 ,0 ,0 
KS,0 ,3443,0 
NC,5798,35882,0 
WI,217 ,0 ,0 
CA,51325,15280,0 
TN,0 ,439 ,0 
CA,41 ,67 ,0 
WY,154 ,154 ,0 
KY,2032,450 ,0 
GA,4004,825 ,0 
WY,512 ,0 ,0 
KY,1715,514 ,0 
TX,225 ,423371,0 
MD,0 ,37 ,0 
TX,0 ,670 ,0 
MN,33 ,0 ,0 
NE,125749,297920,0 
SC,0 ,16630,0 
GA,0 ,3588,0 
OK,0 ,361 ,0 
ME,5411,900 ,0 
TX,39145,1046814,0 
AZ,9190,2905,0 
FL,117348,608462,0 
ND,269 ,0 ,0 
IL,0 ,572 ,0 
MO,306 ,0 ,0 
WI,0 ,3157,0 
NM,52793,6352,0 
ID,256 ,0 ,0 
SC,0 ,513 ,0 
SD,25 ,0 ,0 
TX,125 ,107 ,0 
KY,26018,5185,0 
FL,45 ,0 ,0 
CA,0 ,7071,0 
FL,253 ,219 ,0 
CA,2005,1452,0 
ND,634 ,75 ,0 
TX,198 ,0 ,0 
GA,178 ,58944,0 
OH,0 ,112 ,0 
OK,57284,9817,0 
GA,0 ,1704,0 
NH,0 ,483 ,0 
TX,22 ,1531,0 
LA,60811,10441,0 
IN,302 ,0 ,0 
TX,0 ,141 ,0 
DE,155 ,165 ,0 
MD,563 ,15337,0 
MS,0 ,1739,0 
CA,26261,22916,0 
NC,0 ,106 ,0 
IA,869 ,115 ,0 
OR,392 ,0 ,0 
FL,576 ,0 ,0 
WA,14406,11803,0 
PA,0 ,10 ,0 
PR,1386,539 ,0 
KY,415 ,171 ,0 
FL,0 ,1776,0 
CA,815 ,81 ,0 
MO,639 ,120 ,0 
CO,14518,6484,0 
SC,0 ,7734,0 
CA,168373,565325,0 
MS,1224,640 ,0 
MS,0 ,966 ,0 
NJ,800 ,0 ,0 
PA,0 ,664 ,0 
IL,0 ,2178,0 
NJ,0 ,339 ,0 
NY,0 ,75 ,0 
TX,52 ,77 ,0 
SC,215397,172 ,0 
TX,0 ,9627,0 
NY,0 ,61 ,0 
FL,617 ,0 ,0 
MA,278 ,136 ,0 
NJ,195822,8405,0 
IA,4141,297100,0 
IL,17208,82 ,0 
NY,872 ,90 ,0 
IA,142 ,141 ,0 
MS,32273,3809,0 
VA,1272,59048,0 
TX,107 ,0 ,0 
MI,5912,100221,0 
MN,5 ,1119,0 
FL,112592,165006,0 
PA,115 ,71 ,0 
GA,121794,50803,0 
MN,566 ,206 ,0 
NY,10794,983 ,0 
NY,0 ,513 ,0 
IL,436117,530777,0 
NY,2360,0 ,0 
TX,0 ,2606,0 
TX,0 ,2584,0 
TX,5828,1636737,0 
OH,930 ,0 ,0 
CA,23035,2761,0 
MI,4605,5250,0 
KY,343 ,0 ,0 
CA,803 ,698 ,0 
TX,358 ,0 ,0 
GA,11158,3156,0 
NV,65 ,0 ,0 
MD,64 ,1459,0 
NY,749566,2178048,0 
CA,947 ,85 ,0 
CT,309 ,0 ,0 
TN,0 ,1488,0 
GA,337151,5600,0 
MN,13257,693 ,0 
TN,4294,154 ,0 
NJ,0 ,1565,0 
OH,1860,198 ,0 
VA,0 ,958 ,0 
CA,5578,400 ,0 
FL,43787,18464,0 
IN,1570,681 ,0 
MN,8633,4160,0 
MD,45368,241237,0 
MS,102129,46419,0 
MN,0 ,762 ,0 
UT,0 ,409 ,0 
CA,645 ,5768,0 
CA,3164725,43123,0 
NC,91 ,43 ,0 
CA,111823,15018,0 
CT,0 ,1630,0 
PA,124 ,0 ,0 
TN,0 ,15940,0 
KY,72 ,0 ,0 
GA,2745,0 ,0 
MA,19266,32158,0 
TX,1279,0 ,0 
WA,0 ,258 ,0 
CT,51521,55680,0 
NJ,0 ,201 ,0 
TX,2304,8980,0 
FL,181 ,0 ,0 
KY,0 ,1185,0 
OH,252 ,0 ,0 
NY,71 ,0 ,0 
NM,106 ,79 ,0 
MI,10437,3780,0 
VA,185 ,0 ,0 
MA,5507,162 ,0 
TX,0 ,868264,0 
TX,1448,1188,0 
NJ,0 ,52 ,0 
IN,145 ,256 ,0 
OH,1308,26 ,0 
TX,4243,4317,0 
NJ,0 ,4579,0 
CA,20173,14794,0 
MI,2775,0 ,0 
IL,9 ,27898,0 
PA,0 ,14649,0 
IA,84 ,93 ,0 
MD,220625,1338750,0 
MA,152 ,0 ,0 
TX,5256,10359,0 
LA,3977,5478,0 
NV,6166,1853,0 
PA,51 ,0 ,0 
CO,0 ,22495,0 
GA,0 ,11680,0 
IA,0 ,50 ,0 
CT,0 ,303 ,0 
WA,1225,24 ,0 
ME,291 ,0 ,0 
TN,6125,741 ,0 
OH,53954,21190,0 
AZ,20935,6762,0 
NY,6062,1554,0 
MO,189 ,0 ,0 
CA,0 ,423 ,0 
PA,26 ,0 ,0 
CO,16143,162179,0 
MD,0 ,39436,0 
KY,159 ,0 ,0 
VA,0 ,22783,0 
RI,0 ,1440,0 
NY,4108,3449,0 
OH,44 ,0 ,0 
OH,1273,515 ,0 
FL,32100,3535,0 
LA,268710,446076,0 
CO,29669,51 ,0 
IL,29488,4080,0 
IN,33908,9023,0 
MN,23 ,0 ,0 
LA,76340,53835,0 
OR,590 ,0 ,0 
UT,7600,0 ,0 
KS,20180,504 ,0 
TX,0 ,4011,0 
SC,24909,184 ,0 
PA,4804,72798,0 
MA,20402,1067,0 
CA,83 ,14679,0 
TX,96901,2683132,0 
CA,7308,0 ,0 
GA,1374,842 ,0 
KS,770 ,576032,0 
WI,38837,1281,0 
TX,0 ,146 ,0 
NC,6872,2356,0 
TX,134932,10968,0 
FL,0 ,2401,0 
NJ,0 ,304 ,0 
CA,40813,7899,0 
MN,12694,3517,0 
WA,0 ,14614,0 
NY,130 ,0 ,0 
SC,435 ,1895,0 
SC,1632,417 ,0 
IN,162431,290332,0 
CT,0 ,776 ,0 
WI,288 ,341 ,0 
LA,113018,277194,0 
MS,4457,5994,0 
UT,2405,7307,0 
CA,5712,1878,0 
MI,0 ,400 ,0 
TX,157801,2869,0 
NE,405 ,15752,0 
AL,139686,146044,0 
IA,904 ,509 ,0 
IN,95 ,0 ,0 
CA,290 ,109 ,0 
OR,0 ,107 ,0 
TX,0 ,12482,0 
CA,154805,205 ,0 
CA,0 ,15897,0 
FL,19816,1146,0 
FL,15475,6835,0 
IA,1499,8191,0 
CA,1061,0 ,0 
MO,0 ,394 ,0 
NE,496 ,42 ,0 
NJ,0 ,3240,0 
IL,0 ,3526,0 
OK,14561,1612,0 
MD,0 ,197 ,0 
MT,40396,338816,0 
NJ,273 ,3240,0 
MS,1676,0 ,0 
MO,686 ,102 ,0 
GA,722 ,0 ,0 
IA,116 ,249 ,0 
VA,1548,495 ,0 
FL,0 ,3417,0 
TX,8318,1932,0 
NC,91870,0 ,0 
SD,5085,5112,0 
OH,17889,23617,0 
CO,33978,3898,0 
NC,12466,1505,0 
MA,0 ,207 ,0 
NJ,65 ,0 ,0 
MD,1545,195 ,0 
NY,607 ,161 ,0 
MO,6374,24735,0 
LA,2621,0 ,0 
NJ,0 ,9746,0 
MA,43650,9839,0 
NH,4946,0 ,0 
PA,0 ,9 ,0 
AR,186 ,0 ,0 
VA,1429,241 ,0 
MN,20893,6462,0 
NY,424 ,510 ,0 
MS,2738,0 ,0 
WI,51 ,0 ,0 
LA,48570,77063,0 
NM,9 ,750 ,0 
IN,0 ,13893,0 
AZ,0 ,2941,0 
GA,33606,437 ,0 
NJ,1605,452 ,0 
IL,0 ,95 ,0 
TX,0 ,419 ,0 
TX,67955,14079,0 
CA,1390,137 ,0 
WI,126 ,199 ,0 
GA,0 ,9589,0 
CA,1148,0 ,0 
TX,47 ,240 ,0 
CA,0 ,1210,0 
NY,31 ,183 ,0 
VA,6943,0 ,0 
OR,78 ,0 ,0 
CA,1199,2127,0 
MA,0 ,136 ,0 
MS,21480,70758,0 
VA,4726,0 ,0 
FL,229866,27224,0 
OH,0 ,304 ,0 
GA,2723,127 ,0 
LA,39426,5510,0 
TX,24730,2547064,0 
ND,3375,20716,0 
PA,0 ,321 ,0 
FL,0 ,53 ,0 
SC,0 ,716 ,0 
TX,17482,260019,0 
OK,63 ,0 ,0 
IL,0 ,209 ,0 
VA,19822,27402,0 
FL,0 ,45 ,0 
GA,0 ,659 ,0 
TX,276 ,0 ,0 
TX,0 ,12331,0 
MS,11685,2090,0 
NC,1121,17665,0 
MO,0 ,566 ,0 
IL,7752,1802,0 
SC,0 ,444 ,0 
IA,3189,1346,0 
NC,525 ,9 ,0 
ME,104 ,0 ,0 
AK,58296,7359,0 
WA,84 ,282 ,0 
CA,77017,28143,0 
KY,85359,3427,0 
VA,110 ,0 ,0 
TX,422 ,0 ,0 
IL,0 ,8095,0 
MD,1535,3204,0 
PA,334 ,1226,0 
NY,0 ,25 ,0 
MA,0 ,6066,0 
MS,115 ,0 ,0 
IN,3194,51 ,0 
TN,71 ,0 ,0 
CO,2284,638 ,0 
PA,597 ,119 ,0 
GA,0 ,510 ,0 
MA,0 ,322 ,0 
WI,50 ,0 ,0 
IL,36155,6304,0 
NY,3153,224 ,0 
PA,380 ,1057,0 
OR,205 ,0 ,0 
IL,8334,1648,0 
NY,1170,90 ,0 
VA,19587,892 ,0 
FL,19153,0 ,0 
TX,66304,43319,0 
WI,0 ,52335,0 
IA,904 ,264 ,0 
TX,24076,228587,0 
KY,539 ,2263,0 
TX,0 ,1709,0 
FL,0 ,118923,0 
GA,820 ,175 ,0 
AZ,0 ,23255,0 
OH,0 ,8227,0 
CO,328695,1696473,0 
AZ,1335,92 ,0 
LA,0 ,16894,0 
AL,101536,27332,0 
KS,160 ,82303,0 
NY,829 ,0 ,0 
AL,712249,20305,0 
CA,2404,13341,0 
IL,0 ,2651,0 
NY,21 ,0 ,0 
FL,0 ,67419,0 
TX,17622,2788,0 
CA,98412,33384,0 
OK,56719,191973,0 
RI,0 ,236 ,0 
AL,0 ,2406,0 
SD,4018,8113,0 
CA,1281,252 ,0 
GA,0 ,11029,0 
IL,48081,29717,0 
NJ,445237,83051,0 
NY,0 ,214 ,0 
WA,7593,1204,0 
SD,2914,801 ,0 
MO,477 ,0 ,0 
KS,49884,5652,0 
NC,338722,64023,0 
MN,10190,2885,0 
NC,691 ,712 ,0 
OH,0 ,1405,0 
NC,379 ,218 ,0 
GA,0 ,19 ,0 
CA,92083,862779,0 
PA,47169,73986,0 
NJ,0 ,23817,0 
MN,0 ,163 ,0 
FL,126951,16473,0 
CA,99478,34067,0 
TX,0 ,55666,0 
WA,2163,232 ,0 
AZ,9 ,199 ,0 
TX,5906,13749,0 
NC,72167,102071,0 
NJ,0 ,1283,0 
OH,1372,1089,0 
MI,44 ,0 ,0 
NC,1499,200 ,0 
NY,995 ,0 ,0 
AZ,28664,23208,0 
VA,0 ,473 ,0 
IL,108 ,71 ,0 
NC,0 ,301 ,0 
UT,0 ,73 ,0 
MO,41100,400 ,0 
AZ,46265,647559,0 
FL,0 ,3183,0 
FL,1373,697 ,0 
WI,89 ,0 ,0 
MI,33554,512 ,0 
NM,13239,0 ,0 
AL,0 ,1925,0 
MS,8996,476 ,0 
AR,89765,2321,0 
TX,0 ,582 ,0 
MO,88720,621 ,0 
NY,0 ,61 ,0 
OH,662 ,1345,0 
CT,2392,2034,0 
WA,3137,0 ,0 
AR,1035,7499,0 
FL,469593,2851615,0 
CA,154 ,22 ,0 
IL,384079,2091129,0 
MI,13921,2927,0 
UT,950 ,1013,0 
TX,0 ,1658,0 
NY,1227,3048,0 
MD,97895,54474,0 
NJ,473 ,1637,0 
TX,0 ,175 ,0 
NJ,0 ,123 ,0 
KS,2614,636 ,0 
NY,1433851,1812681,0 
IL,7384,2539,0 
MD,613 ,306300,0 
KY,2147,0 ,0 
WI,50 ,0 ,0 
OR,234 ,0 ,0 
NY,153 ,0 ,0 
NY,0 ,6557,0 
WA,174015,32059,0 
IL,217 ,0 ,0 
NJ,0 ,1558,0 
PA,0 ,9 ,0 
TX,0 ,3164,0 
NC,0 ,200 ,0 
GA,0 ,1432,0 
CA,180 ,39556,0 
FL,0 ,9 ,0 
CT,0 ,211 ,0 
NY,0 ,3645,0 
CA,11654,1354,0 
SC,0 ,3122,0 
CA,4942,700 ,0 
TN,49989,18119,0 
FL,1717,0 ,0 
IN,750 ,341 ,0 
MA,3876,553 ,0 
NY,0 ,416 ,0 
TN,23477,23325,0 
AR,4409,1001,0 
CA,0 ,1621,0 
KS,0 ,61 ,0 
TX,0 ,53601,0 
FL,0 ,12304,0 
OK,1099,5724,0 
TX,9800,1851,0 
MA,0 ,66 ,0 
MD,19723,10060,0 
KY,16431,2098,0 
FL,24296,213678,0 
GA,0 ,418 ,0 
GA,6068,247 ,0 
NJ,0 ,170 ,0 
TX,354 ,0 ,0 
FL,76392,290538,0 
NC,0 ,7072,0 
NJ,0 ,3197,0 
TN,0 ,3341,0 
AL,31 ,0 ,0 
AR,403709,448870,0 
TX,182197,177478,0 
LA,4099,550 ,0 
NC,15518,6370,0 
NJ,0 ,349 ,0 
OH,5506,2368,0 
VA,52 ,76 ,0 
IL,193591,624126,0 
OH,44 ,0 ,0 
HI,7970,169 ,0 
IL,66643,1360,0 
KS,67 ,45 ,0 
MI,0 ,109 ,0 
MI,3034,559 ,0 
NV,200 ,0 ,0 
TX,159287,5678,0 
FL,0 ,1521,0 
TN,49049,33890,0 
VA,102267,15710,0 
GA,1233,430 ,0 
IL,0 ,1565,0 
TX,3683,11277,0 
KS,4669,169 ,0 
MA,27 ,0 ,0 
NC,122827,124715,0 
NY,889986,173921,0 
VA,0 ,483 ,0 
CA,7708,0 ,0 
NV,31035,53231,0 
LA,17703,13014,0 
AL,181261,370726,0 
MD,708 ,857 ,0 
NC,2305,573 ,0 
MN,0 ,33 ,0 
PA,3469,905 ,0 
NC,239 ,0 ,0 
IN,443130,62615,0 
AR,0 ,2208,0 
TX,43 ,0 ,0 
TN,0 ,228 ,0 
PA,51 ,144 ,0 
WA,197 ,188 ,0 
GA,0 ,126131,0 
KY,1402,694 ,0 
PA,579 ,607 ,0 
LA,11839,966390,0 
WA,167 ,0 ,0 
WA,1010,0 ,0 
MO,211193,17628,0 
OH,282 ,124 ,0 
TX,32290,13817,0 
NJ,0 ,7949,0 
FL,21360,3113,0 
PA,67569,21247,0 
VA,0 ,4552,0 
KS,0 ,1170,0 
NJ,0 ,10894,0 
OK,149163,110988,0 
MS,523 ,370 ,0 
WA,278753,443234,0 
VA,5897,0 ,0 
FL,250 ,0 ,0 
MN,356 ,0 ,0 
GA,19900,0 ,0 
OH,7614,2929,0 
IA,0 ,28210,0 
NC,43743,2715,0 
FL,9114,19996,0 
KY,0 ,1128,0 
NC,0 ,8 ,0 
OR,103684,31787,0 
PA,10 ,49 ,0 
VA,26733,7064,0 
WA,338 ,0 ,0 
NM,8289,88310,0 
TX,0 ,633 ,0 
NJ,85 ,0 ,0 
NC,9243,2808,0 
GA,0 ,119 ,0 
WI,0 ,105 ,0 
ND,501 ,8 ,0 
TX,0 ,7258,0 
OH,46861,19345,0 
NV,0 ,139 ,0 
KS,163 ,122 ,0 
TX,0 ,248 ,0 
WI,1203,1226,0 
AZ,11562,108 ,0 
MS,25 ,8 ,0 
AZ,65 ,0 ,0 
TX,242857,44814,0 
PA,720 ,841 ,0 
ME,0 ,9775,0 
CT,30950,1857,0 
FL,0 ,24126,0 
NC,43223,3067,0 
GA,215401,625018,0 
NC,0 ,1868,0 
TX,0 ,10 ,0 
NY,57360,66395,0 
VA,9237,374 ,0 
TN,13990,31765,0 
TN,6390,1245,0 
VA,4091,0 ,0 
SD,12599,888 ,0 
TX,792926,4884167,0 
WA,112264,76246,0 
OH,1817,44 ,0 
AZ,0 ,102 ,0 
CA,1011,0 ,0 
NE,700 ,181 ,0 
TN,0 ,38128,0 
FL,167 ,673 ,0 
SC,157 ,1623,0 
NJ,0 ,2208,0 
PA,50 ,2321,0 
NJ,0 ,243 ,0 
WI,0 ,604 ,0 
TX,209 ,861 ,0 
OK,207 ,242 ,0 
PA,0 ,417 ,0 
GA,0 ,76 ,0 
IL,59536,2172442,0 
LA,997 ,422 ,0 
TX,0 ,275 ,0 
NY,840 ,0 ,0 
TX,23 ,0 ,0 
FL,0 ,146 ,0 
VA,2965,501 ,0 
FL,593 ,1250,0 
TX,43464,518557,0 
MO,75 ,0 ,0 
IL,34796,37196,0 
FL,1000984,0 ,0 
WI,4491,573 ,0 
NY,978 ,0 ,0 
IL,0 ,13262,0 
MS,112909,128329,0 
PA,21553,64054,0 
OH,137 ,0 ,0 
MS,2740,954 ,0 
CA,29307,169109,0 
